日期,測站,測項,4,5,6,7,8,9
2014/8/3,豐原,SO2,2.3,2.2,2.5,3.1,3.3,2.7
2014/8/3,豐原,THC,1.6,1.6,1.7,1.7,1.7,1.7
2014/8/3,豐原,WD_HR,180,184,184,195,199,200
2014/8/3,豐原,WIND_DIREC,184,186,179,202,203,198
2014/8/3,豐原,WIND_SPEED,3.5,3,2.5,4.1,4.6,5.1
2014/8/3,豐原,WS_HR,3.2,2.8,2.8,3.3,3.9,4.2
2014/8/4,豐原,AMB_TEMP,27,27,27,27,28,29
2014/8/4,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/8/4,豐原,CO,0.17,0.22,0.34,0.31,0.36,0.38
2014/8/4,豐原,NMHC,0.04,0.05,0.08,0.07,0.44,0.36
2014/8/4,豐原,NO,0.4,1.4,2.3,2.7,3,2.7
2014/8/4,豐原,NO2,5.1,6.4,11,6.4,9.4,8.1
2014/8/4,豐原,NOx,5.5,7.8,14,9.1,12,11
2014/8/4,豐原,O3,10,8.2,14,22,23,30
2014/8/4,豐原,PM10,24,22,30,22,33,20
2014/8/4,豐原,PM2.5,2,3,3,2,3,12
2014/8/4,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/4,豐原,RH,91,91,90,87,83,80
2014/8/4,豐原,SO2,2.9,2.9,4.4,3,3.8,3.3
2014/8/4,豐原,THC,1.7,1.7,1.7,1.7,2.1,2
2014/8/4,豐原,WD_HR,169,156,204,194,202,198
2014/8/4,豐原,WIND_DIREC,134,197,192,193,208,184
2014/8/4,豐原,WIND_SPEED,1,1.1,2.4,1.8,2.8,1.8
2014/8/4,豐原,WS_HR,0.9,0.9,2.1,1.9,2.8,2.6
2014/8/5,豐原,AMB_TEMP,27,27,27,27,26,27
2014/8/5,豐原,CH4,1.7,1.7,1.6,1.6,1.6,1.6
2014/8/5,豐原,CO,0.23,0.25,0.31,0.33,0.19,0.17
2014/8/5,豐原,NMHC,0.09,0.07,0.11,0.12,0.1,0.1
2014/8/5,豐原,NO,1.1,2.1,2.5,2.9,1.7,1.9
2014/8/5,豐原,NO2,8,8.4,11,12,6.6,5.7
2014/8/5,豐原,NOx,9.1,11,13,15,8.3,7.6
2014/8/5,豐原,O3,6.1,5.6,16,15,22,22
2014/8/5,豐原,PM10,32,30,42,21,21,12
2014/8/5,豐原,PM2.5,6,12,22,19,14,6
2014/8/5,豐原,RAINFALL,NR,NR,NR,NR,0.8,1.2
2014/8/5,豐原,RH,91,90,90,90,91,87
2014/8/5,豐原,SO2,2.1,2.2,3.6,3.7,2.1,2.4
2014/8/5,豐原,THC,1.8,1.8,1.7,1.8,1.7,1.7
2014/8/5,豐原,WD_HR,141,154,204,319,46,28
2014/8/5,豐原,WIND_DIREC,121,163,316,328,58,301
2014/8/5,豐原,WIND_SPEED,1.3,1.4,1,1.8,1.6,4.3
2014/8/5,豐原,WS_HR,1,1,1,0.9,0.6,1
2014/8/6,豐原,AMB_TEMP,27,26,27,28,28,28
2014/8/6,豐原,CH4,1.7,1.7,1.7,1.7,1.6,1.6
2014/8/6,豐原,CO,0.34,0.39,0.45,0.45,0.3,0.23
2014/8/6,豐原,NMHC,0.17,0.18,0.18,0.15,0.08,0.06
2014/8/6,豐原,NO,2,3,3.3,3.1,4,1.4
2014/8/6,豐原,NO2,11,10,9.9,9.2,8.1,5.4
2014/8/6,豐原,NOx,13,13,13,12,12,6.8
2014/8/6,豐原,O3,3.6,3.8,6.7,13,21,28
2014/8/6,豐原,PM10,35,36,35,35,34,27
2014/8/6,豐原,PM2.5,16,13,6,11,9,11
2014/8/6,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/6,豐原,RH,89,89,88,83,78,75
2014/8/6,豐原,SO2,3.1,3,3,3.4,2.9,2.6
2014/8/6,豐原,THC,1.9,1.9,1.9,1.8,1.7,1.7
2014/8/6,豐原,WD_HR,124,112,104,124,177,128
2014/8/6,豐原,WIND_DIREC,109,103,102,153,151,126
2014/8/6,豐原,WIND_SPEED,1.4,1,1.3,1.4,1.7,2
2014/8/6,豐原,WS_HR,1.1,1,1.1,0.9,1.7,1.6
2014/8/7,豐原,AMB_TEMP,26,26,27,28,29,30
2014/8/7,豐原,CH4,1.7,1.7,1.7,1.6,1.6,1.6
2014/8/7,豐原,CO,0.33,0.35,0.41,0.35,0.31,0.25
2014/8/7,豐原,NMHC,0.14,0.14,0.16,0.18,0.28,0.19
2014/8/7,豐原,NO,1.8,2.2,3.2,3.5,3.1,2.6
2014/8/7,豐原,NO2,7.2,7.9,7.9,7.4,7.1,5.3
2014/8/7,豐原,NOx,9,10,11,11,10,7.9
2014/8/7,豐原,O3,13,9.7,13,29,33,44
2014/8/7,豐原,PM10,53,49,37,37,27,25
2014/8/7,豐原,PM2.5,22,27,19,22,21,33
2014/8/7,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/7,豐原,RH,92,93,91,83,78,71
2014/8/7,豐原,SO2,3.4,2.8,2.8,4.6,3.8,2.7
2014/8/7,豐原,THC,1.8,1.8,1.8,1.8,1.9,1.8
2014/8/7,豐原,WD_HR,111,104,122,199,208,187
2014/8/7,豐原,WIND_DIREC,109,86,200,209,207,190
2014/8/7,豐原,WIND_SPEED,1,1.1,1,2.3,2.1,2.2
2014/8/7,豐原,WS_HR,1,1.3,0.7,1.7,1.7,1.6
2014/8/8,豐原,AMB_TEMP,27,27,27,28,30,31
2014/8/8,豐原,CH4,1.7,1.7,1.6,1.6,1.6,1.6
2014/8/8,豐原,CO,0.13,0.16,0.17,0.26,0.24,0.23
2014/8/8,豐原,NMHC,0.02,0.03,0.03,0.05,0.28,0.3
2014/8/8,豐原,NO,0.8,1.6,1.9,3.2,2.3,2.7
2014/8/8,豐原,NO2,3.2,5.2,4.9,5,5.8,7.2
2014/8/8,豐原,NOx,4,6.8,6.8,8.1,8,9.9
2014/8/8,豐原,O3,21,19,19,22,26,34
2014/8/8,豐原,PM10,51,43,40,49,31,51
2014/8/8,豐原,PM2.5,4,6,10,10,6,3
2014/8/8,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/8,豐原,RH,90,90,88,82,72,66
2014/8/8,豐原,SO2,2.8,2.7,2.9,2.8,3.6,2.7
2014/8/8,豐原,THC,1.7,1.7,1.7,1.7,1.9,1.9
2014/8/8,豐原,WD_HR,173,173,178,183,200,204
2014/8/8,豐原,WIND_DIREC,171,179,178,176,194,201
2014/8/8,豐原,WIND_SPEED,2.4,2.4,2.4,2.4,3.6,2.5
2014/8/8,豐原,WS_HR,2.3,1.9,2.2,2.2,3.6,2.8
2014/8/9,豐原,AMB_TEMP,25,26,26,27,29,30
2014/8/9,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/8/9,豐原,CO,0.12,0.14,0.19,0.22,0.22,0.23
2014/8/9,豐原,NMHC,0.01,0.01,0.02,0.03,0.34,0.25
2014/8/9,豐原,NO,0.5,1.1,1.5,2.8,2,2
2014/8/9,豐原,NO2,1.6,2.9,2.9,3.3,3.2,4.7
2014/8/9,豐原,NOx,2,3.9,4.4,6,5.2,6.7
2014/8/9,豐原,O3,19,16,16,17,22,29
2014/8/9,豐原,PM10,22,26,24,17,25,36
2014/8/9,豐原,PM2.5,9,5,7,4,7,13
2014/8/9,豐原,RAINFALL,3.4,NR,NR,NR,NR,NR
2014/8/9,豐原,RH,95,92,89,82,75,69
2014/8/9,豐原,SO2,2.5,2.8,2.8,3,3.3,2.9
2014/8/9,豐原,THC,1.6,1.6,1.6,1.6,1.9,1.9
2014/8/9,豐原,WD_HR,162,170,174,178,193,194
2014/8/9,豐原,WIND_DIREC,154,165,181,183,197,191
2014/8/9,豐原,WIND_SPEED,2.3,2.4,2.4,3.8,4.7,4
2014/8/9,豐原,WS_HR,2.2,2.9,2.8,3,3.8,4.1
2014/8/10,豐原,AMB_TEMP,26,26,26,27,28,29
2014/8/10,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/8/10,豐原,CO,0.14,0.14,0.18,0.22,0.24,0.23
2014/8/10,豐原,NMHC,0.01,0.01,0.02,0.05,0.05,0.05
2014/8/10,豐原,NO,2.1,2.1,2.7,4,3.4,3.9
2014/8/10,豐原,NO2,1.4,1.7,1.6,2.8,2.8,3.3
2014/8/10,豐原,NOx,3.5,3.8,4.3,6.8,6.2,7.2
2014/8/10,豐原,O3,19,20,21,20,22,25
2014/8/10,豐原,PM10,18,18,13,14,10,19
2014/8/10,豐原,PM2.5,8,5,10,8,8,3
2014/8/10,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/10,豐原,RH,88,87,84,82,78,75
2014/8/10,豐原,SO2,2,1.7,1.8,2.3,2,2.3
2014/8/10,豐原,THC,1.6,1.6,1.6,1.7,1.7,1.7
2014/8/10,豐原,WD_HR,177,182,182,187,185,189
2014/8/10,豐原,WIND_DIREC,183,180,182,184,196,177
2014/8/10,豐原,WIND_SPEED,3.4,4.1,4.5,3.6,3.4,4.1
2014/8/10,豐原,WS_HR,3.2,3.9,4.2,3.7,3.6,3.4
2014/8/11,豐原,AMB_TEMP,27,27,26,25,27,28
2014/8/11,豐原,CH4,1.6,1.6,1.7,1.7,1.7,1.7
2014/8/11,豐原,CO,0.1,0.13,0.17,0.2,0.22,0.41
2014/8/11,豐原,NMHC,0,0.02,0.05,0.04,0.19,0.62
2014/8/11,豐原,NO,0.8,1,1.9,2.6,2.9,4.4
2014/8/11,豐原,NO2,0.9,2.4,4.6,4.6,5.5,11
2014/8/11,豐原,NOx,1.7,3.4,6.5,7.2,8.4,15
2014/8/11,豐原,O3,24,22,23,24,21,23
2014/8/11,豐原,PM10,29,28,27,17,19,21
2014/8/11,豐原,PM2.5,10,12,16,13,7,8
2014/8/11,豐原,RAINFALL,NR,NR,0.2,NR,NR,NR
2014/8/11,豐原,RH,81,80,86,91,83,77
2014/8/11,豐原,SO2,2.5,2.7,2.7,2.5,3,3.5
2014/8/11,豐原,THC,1.6,1.7,1.7,1.7,1.8,2.3
2014/8/11,豐原,WD_HR,129,177,192,166,192,199
2014/8/11,豐原,WIND_DIREC,130,199,190,168,202,195
2014/8/11,豐原,WIND_SPEED,2.1,4.7,4.6,2.6,4.3,5.3
2014/8/11,豐原,WS_HR,2,2.6,4.7,3.2,3.2,4.6
2014/8/12,豐原,AMB_TEMP,25,25,25,26,27,29
2014/8/12,豐原,CH4,1.6,1.6,1.6,1.7,1.6,1.6
2014/8/12,豐原,CO,0.14,0.18,0.26,0.49,0.28,0.27
2014/8/12,豐原,NMHC,0.03,0.06,0.07,0.17,0.22,0.46
2014/8/12,豐原,NO,1.3,1.5,2.1,4.3,4,3
2014/8/12,豐原,NO2,1.5,2.6,4.4,8.3,5.4,5.9
2014/8/12,豐原,NOx,2.8,4,6.4,13,9.4,8.9
2014/8/12,豐原,O3,19,14,11,13,19,31
2014/8/12,豐原,PM10,8,23,23,14,21,46
2014/8/12,豐原,PM2.5,4,5,4,4,6,1
2014/8/12,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/12,豐原,RH,94,95,94,89,81,72
2014/8/12,豐原,SO2,2.1,1.8,1.9,2.3,2.3,2.4
2014/8/12,豐原,THC,1.7,1.7,1.7,1.8,1.9,2.1
2014/8/12,豐原,WD_HR,176,148,94,164,181,193
2014/8/12,豐原,WIND_DIREC,181,114,108,189,193,180
2014/8/12,豐原,WIND_SPEED,1.8,1,1,1.3,3.6,2.9
2014/8/12,豐原,WS_HR,1.6,0.8,0.6,0.4,1.9,3.7
2014/8/13,豐原,AMB_TEMP,24,25,26,26,27,27
2014/8/13,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/8/13,豐原,CO,0.11,0.11,0.15,0.24,0.19,0.25
2014/8/13,豐原,NMHC,0.01,0,0.01,0.04,0.04,0.13
2014/8/13,豐原,NO,1.3,1.6,1.7,3.5,3.5,4.1
2014/8/13,豐原,NO2,1.2,0.8,1.3,3.6,3.1,6.4
2014/8/13,豐原,NOx,2.5,2.4,3,7,6.6,11
2014/8/13,豐原,O3,24,23,23,20,19,21
2014/8/13,豐原,PM10,31,25,19,10,11,14
2014/8/13,豐原,PM2.5,2,5,5,5,2,1
2014/8/13,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/13,豐原,RH,92,87,81,79,78,77
2014/8/13,豐原,SO2,2.8,2.8,2.8,3,3.2,4
2014/8/13,豐原,THC,1.6,1.6,1.6,1.7,1.7,1.8
2014/8/13,豐原,WD_HR,175,170,174,184,185,193
2014/8/13,豐原,WIND_DIREC,154,178,177,184,187,197
2014/8/13,豐原,WIND_SPEED,3.4,4.4,4.4,3.9,4.7,7.7
2014/8/13,豐原,WS_HR,3.9,3.5,4.1,3.9,4.6,6
2014/8/14,豐原,AMB_TEMP,26,27,27,28,29,30
2014/8/14,豐原,CH4,1.7,1.6,1.6,1.6,1.6,1.6
2014/8/14,豐原,CO,0.14,0.13,0.18,0.2,0.16,0.21
2014/8/14,豐原,NMHC,0.11,0.02,0.04,0.04,0.14,0.47
2014/8/14,豐原,NO,1.4,1.6,3.5,3.5,2.7,2.8
2014/8/14,豐原,NO2,3.3,2.5,4.5,3.1,3.1,5.2
2014/8/14,豐原,NOx,4.7,4.1,8,6.6,5.7,8.1
2014/8/14,豐原,O3,16,20,18,20,22,28
2014/8/14,豐原,PM10,24,25,33,23,23,22
2014/8/14,豐原,PM2.5,7,5,4,2,4,7
2014/8/14,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/14,豐原,RH,77,70,71,68,66,65
2014/8/14,豐原,SO2,4,2.7,2.5,2.3,2.8,3.1
2014/8/14,豐原,THC,1.8,1.7,1.7,1.7,1.8,2.1
2014/8/14,豐原,WD_HR,190,177,179,183,190,197
2014/8/14,豐原,WIND_DIREC,175,203,186,186,193,198
2014/8/14,豐原,WIND_SPEED,3.3,3,3.6,6,6.4,7.1
2014/8/14,豐原,WS_HR,2.6,3.2,3.3,5,5.6,6.5
2014/8/15,豐原,AMB_TEMP,26,26,26,27,28,30
2014/8/15,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/8/15,豐原,CO,0.12,0.12,0.17,0.23,0.3,0.25
2014/8/15,豐原,NMHC,0.02,0.01,0.02,0.12,0.25,0.35
2014/8/15,豐原,NO,1.3,1.6,2.5,3.3,3,3
2014/8/15,豐原,NO2,2.2,2.8,3.4,4,6.2,7
2014/8/15,豐原,NOx,3.5,4.3,5.8,7.3,9.2,10
2014/8/15,豐原,O3,21,20,20,21,24,30
2014/8/15,豐原,PM10,37,42,39,39,49,46
2014/8/15,豐原,PM2.5,19,16,18,13,11,6
2014/8/15,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/15,豐原,RH,89,87,84,78,72,64
2014/8/15,豐原,SO2,2.5,2.3,2.3,2.4,2.5,3.1
2014/8/15,豐原,THC,1.6,1.6,1.6,1.7,1.9,2
2014/8/15,豐原,WD_HR,177,176,178,189,195,201
2014/8/15,豐原,WIND_DIREC,171,169,178,194,196,209
2014/8/15,豐原,WIND_SPEED,3.3,3.2,4.4,4,4.7,4.8
2014/8/15,豐原,WS_HR,3.8,3.5,3.6,3.9,4.5,4.4
2014/8/16,豐原,AMB_TEMP,26,26,26,27,29,30
2014/8/16,豐原,CH4,1.7,1.7,1.7,1.6,1.6,1.6
2014/8/16,豐原,CO,0.2,0.23,0.27,0.28,0.24,0.25
2014/8/16,豐原,NMHC,0.07,0.06,0.1,0.09,0.25,0.32
2014/8/16,豐原,NO,1.6,2.5,2.7,3.2,3.1,2.9
2014/8/16,豐原,NO2,6.4,6.8,5.8,4.8,4.8,5.8
2014/8/16,豐原,NOx,8.1,9.3,8.5,8,7.9,8.7
2014/8/16,豐原,O3,13,12,14,18,22,33
2014/8/16,豐原,PM10,24,31,41,27,39,29
2014/8/16,豐原,PM2.5,13,6,1,5,7,15
2014/8/16,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/16,豐原,RH,88,87,87,80,71,63
2014/8/16,豐原,SO2,2.8,2.7,3.8,3.4,3.4,3
2014/8/16,豐原,THC,1.8,1.7,1.8,1.7,1.9,1.9
2014/8/16,豐原,WD_HR,164,184,188,185,192,198
2014/8/16,豐原,WIND_DIREC,178,186,184,183,194,200
2014/8/16,豐原,WIND_SPEED,1.9,2.5,2.1,2.2,4.2,4
2014/8/16,豐原,WS_HR,1.6,1.8,2.5,2.3,2.9,3.7
2014/8/17,豐原,AMB_TEMP,26,26,26,27,28,29
2014/8/17,豐原,CH4,1.7,1.7,1.6,1.6,1.6,1.6
2014/8/17,豐原,CO,0.16,0.18,0.23,0.25,0.28,0.28
2014/8/17,豐原,NMHC,0.04,0.04,0.05,0.06,0.13,0.09
2014/8/17,豐原,NO,0.9,1.7,2,2.3,2.9,2.4
2014/8/17,豐原,NO2,3.9,4.1,4.1,3.2,5.6,5.4
2014/8/17,豐原,NOx,4.9,5.8,6.2,5.5,8.5,7.8
2014/8/17,豐原,O3,17,17,17,20,23,32
2014/8/17,豐原,PM10,36,31,31,23,15,30
2014/8/17,豐原,PM2.5,9,11,7,9,14,22
2014/8/17,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/17,豐原,RH,83,84,83,80,74,70
2014/8/17,豐原,SO2,3.1,2.7,2.7,3.4,5.5,4.5
2014/8/17,豐原,THC,1.7,1.7,1.7,1.7,1.7,1.7
2014/8/17,豐原,WD_HR,180,168,170,174,190,181
2014/8/17,豐原,WIND_DIREC,172,182,171,175,194,189
2014/8/17,豐原,WIND_SPEED,2.3,2.4,2.3,3.7,4.1,2.4
2014/8/17,豐原,WS_HR,2.5,2.1,2.2,3.2,3.3,2.6
2014/8/18,豐原,AMB_TEMP,26,26,26,28,28,29
2014/8/18,豐原,CH4,1.6,1.6,1.7,1.7,1.6,1.6
2014/8/18,豐原,CO,0.16,0.22,0.3,0.33,0.31,0.19
2014/8/18,豐原,NMHC,0.04,0.06,0.1,0.09,0.09,0.08
2014/8/18,豐原,NO,1.3,1.9,3.2,7.2,6.3,2.8
2014/8/18,豐原,NO2,5.1,5.6,6,8.9,11,6.1
2014/8/18,豐原,NOx,6.4,7.5,9.2,16,17,8.9
2014/8/18,豐原,O3,6,4.2,4.4,7.4,10,23
2014/8/18,豐原,PM10,25,24,34,41,55,43
2014/8/18,豐原,PM2.5,18,10,8,12,10,18
2014/8/18,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/18,豐原,RH,87,88,87,79,74,72
2014/8/18,豐原,SO2,2.1,2.1,2.1,5.4,5,3.5
2014/8/18,豐原,THC,1.7,1.7,1.8,1.8,1.7,1.7
2014/8/18,豐原,WD_HR,105,116,109,346,316,312
2014/8/18,豐原,WIND_DIREC,103,108,107,332,1.7,304
2014/8/18,豐原,WIND_SPEED,1.4,1.7,1,1.2,1.3,2.6
2014/8/18,豐原,WS_HR,1.2,1.4,1.3,0.5,0.9,1.9
2014/8/19,豐原,AMB_TEMP,24,25,25,26,27,28
2014/8/19,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.7
2014/8/19,豐原,CO,0.13,0.18,0.26,0.32,0.3,0.47
2014/8/19,豐原,NMHC,0.03,0.08,0.09,0.16,0.18,0.31
2014/8/19,豐原,NO,1.6,5.5,3.9,5.1,3.8,4.2
2014/8/19,豐原,NO2,2,4.9,4.5,5.4,6.2,12
2014/8/19,豐原,NOx,3.6,10,8.4,11,10,16
2014/8/19,豐原,O3,9.1,11,8.9,12,20,31
2014/8/19,豐原,PM10,26,23,23,14,23,28
2014/8/19,豐原,PM2.5,9,7,3,5,5,5
2014/8/19,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/19,豐原,RH,93,84,86,82,74,70
2014/8/19,豐原,SO2,2.1,2.3,2.1,2.4,2.7,3.2
2014/8/19,豐原,THC,1.6,1.7,1.7,1.8,1.8,2
2014/8/19,豐原,WD_HR,109,140,138,165,208,207
2014/8/19,豐原,WIND_DIREC,107,187,199,119,213,199
2014/8/19,豐原,WIND_SPEED,1.4,1.9,1.2,1.3,3.1,3.1
2014/8/19,豐原,WS_HR,1.8,1.4,0.9,1.3,1.4,2.5
2014/8/20,豐原,AMB_TEMP,26,25,24,25,27,28
2014/8/20,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/8/20,豐原,CO,0.12,0.19,0.18,0.21,0.18,0.21
2014/8/20,豐原,NMHC,0.03,0.11,0.06,0.05,0.07,0.41
2014/8/20,豐原,NO,0.8,1.5,2.2,3.2,3.6,3.5
2014/8/20,豐原,NO2,3.1,5.7,5.7,4.4,4.8,5.9
2014/8/20,豐原,NOx,3.9,7.2,7.9,7.6,8.3,9.4
2014/8/20,豐原,O3,13,11,10,12,13,17
2014/8/20,豐原,PM10,16,23,19,22,11,22
2014/8/20,豐原,PM2.5,0,6,9,9,8,14
2014/8/20,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/20,豐原,RH,72,78,84,79,70,64
2014/8/20,豐原,SO2,4.1,7.9,3.2,1.7,2.2,2.7
2014/8/20,豐原,THC,1.7,1.8,1.8,1.7,1.7,2.1
2014/8/20,豐原,WD_HR,187,201,186,180,182,190
2014/8/20,豐原,WIND_DIREC,187,198,174,179,194,195
2014/8/20,豐原,WIND_SPEED,2.5,3.9,3.8,3.6,4.1,3.4
2014/8/20,豐原,WS_HR,2.5,3.5,4,3.8,2.9,3.3
2014/9/1,豐原,AMB_TEMP,25,24,24,26,28,29
2014/9/1,豐原,CH4,1.7,1.7,1.7,1.7,1.6,1.6
2014/9/1,豐原,CO,0.25,0.28,0.34,0.67,0.38,0.41
2014/9/1,豐原,NMHC,0.1,0.09,0.12,0.24,0.07,0.06
2014/9/1,豐原,NO,1.3,1.7,3.3,13,8.4,7.4
2014/9/1,豐原,NO2,7.6,7.8,8.4,15,12,13
2014/9/1,豐原,NOx,8.9,9.5,12,28,20,21
2014/9/1,豐原,O3,10,9,10,9.1,17,22
2014/9/1,豐原,PM10,49,38,29,11,25,33
2014/9/1,豐原,PM2.5,30,19,21,16,18,10
2014/9/1,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/9/1,豐原,RH,90,91,86,75,62,56
2014/9/1,豐原,SO2,1.5,1.2,1.1,1.3,6.2,7.6
2014/9/1,豐原,THC,1.8,1.8,1.8,1.9,1.7,1.7
2014/9/1,豐原,WD_HR,93,107,93,43,65,32
2014/9/1,豐原,WIND_DIREC,75,121,103,42,50,28
2014/9/1,豐原,WIND_SPEED,1.4,1.7,1.4,1.2,1.6,2.1
2014/9/1,豐原,WS_HR,1.2,1.4,1.3,0.7,1.2,0.7
2014/9/2,豐原,AMB_TEMP,25,24,25,26,28,29
2014/9/2,豐原,CH4,1.7,1.7,1.7,1.7,1.6,1.7
2014/9/2,豐原,CO,0.26,0.27,0.39,0.42,0.28,0.29
2014/9/2,豐原,NMHC,0.13,0.13,0.17,0.18,0.39,0.27
2014/9/2,豐原,NO,0.3,0.8,2.3,3.5,1.1,1.4
2014/9/2,豐原,NO2,8.9,8.5,8.1,9.6,8.6,10
2014/9/2,豐原,NOx,9.2,9.3,10,13,9.7,11
2014/9/2,豐原,O3,6.2,5.6,7.3,18,31,47
2014/9/2,豐原,PM10,25,26,14,18,28,38
2014/9/2,豐原,PM2.5,35,32,28,14,24,27
2014/9/2,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/9/2,豐原,RH,91,91,91,81,72,65
2014/9/2,豐原,SO2,2.4,2,1.9,2.9,3.9,3.9
2014/9/2,豐原,THC,1.8,1.8,1.8,1.8,2,1.9
2014/9/2,豐原,WD_HR,100,102,106,159,194,204
2014/9/2,豐原,WIND_DIREC,76,111,108,171,198,191
2014/9/2,豐原,WIND_SPEED,1.2,1.9,1.4,1.9,2.8,1.9
2014/9/2,豐原,WS_HR,1.2,1.4,1.6,1.1,2.3,2.4
2014/9/3,豐原,AMB_TEMP,24,24,25,27,28,30
2014/9/3,豐原,CH4,1.6,1.6,1.7,1.7,1.7,1.7
2014/9/3,豐原,CO,0.16,0.21,0.36,0.43,0.47,0.42
2014/9/3,豐原,NMHC,0.08,0.1,0.16,0.27,0.31,0.32
2014/9/3,豐原,NO,1.2,1.2,2.1,5.1,3.8,3.4
2014/9/3,豐原,NO2,5.7,6.3,7.7,9.6,13,12
2014/9/3,豐原,NOx,6.9,7.5,9.8,15,17,15
2014/9/3,豐原,O3,12,11,12,18,29,40
2014/9/3,豐原,PM10,49,41,30,40,52,75
2014/9/3,豐原,PM2.5,8,8,12,20,18,21
2014/9/3,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/9/3,豐原,RH,88,89,88,79,70,61
2014/9/3,豐原,SO2,1.3,1.3,1.8,2.6,2.2,2.4
2014/9/3,豐原,THC,1.7,1.7,1.8,1.9,2,2
2014/9/3,豐原,WD_HR,103,106,120,202,200,199
2014/9/3,豐原,WIND_DIREC,97,106,190,209,192,199
2014/9/3,豐原,WIND_SPEED,1.7,2,1.7,3.4,3.8,3.9
2014/9/3,豐原,WS_HR,1.5,1.6,1.2,2.8,3.3,3.7
2014/9/4,豐原,AMB_TEMP,25,25,26,27,28,29
2014/9/4,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
2014/9/4,豐原,CO,0.29,0.31,0.36,0.54,0.39,0.32
2014/9/4,豐原,NMHC,0.22,0.16,0.19,0.26,0.17,0.17
2014/9/4,豐原,NO,2.2,1.2,2.6,7.7,4.1,4
2014/9/4,豐原,NO2,12,9.5,9.8,14,12,14
2014/9/4,豐原,NOx,14,11,12,22,17,18
2014/9/4,豐原,O3,5.4,8.1,9.8,13,21,30
2014/9/4,豐原,PM10,21,21,35,40,39,54
2014/9/4,豐原,PM2.5,13,14,7,6,11,18
2014/9/4,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/9/4,豐原,RH,87,85,80,74,68,65
2014/9/4,豐原,SO2,2.2,2.5,2.7,4.2,7.3,8.3
2014/9/4,豐原,THC,2,1.8,1.9,2,1.8,1.9
2014/9/4,豐原,WD_HR,86,94,95,222,352,306
2014/9/4,豐原,WIND_DIREC,103,74,210,52,307,304
2014/9/4,豐原,WIND_SPEED,1.4,1.6,1.1,0.9,2.3,2.8
2014/9/4,豐原,WS_HR,1.2,1.3,0.7,0.1,0.7,1.8
2014/9/5,豐原,AMB_TEMP,24,24,25,26,28,30
2014/9/5,豐原,CH4,1.8,1.7,1.7,1.7,1.7,1.7
2014/9/5,豐原,CO,0.34,0.35,0.39,0.47,0.34,0.22
2014/9/5,豐原,NMHC,0.18,0.23,0.2,0.21,0.21,0.13
2014/9/5,豐原,NO,1.1,1.3,2.1,5.9,3.4,1
2014/9/5,豐原,NO2,6.9,7.7,8.3,10,8.6,4.6
2014/9/5,豐原,NOx,8,8.9,10,16,12,5.6
2014/9/5,豐原,O3,13,11,12,13,29,45
2014/9/5,豐原,PM10,67,40,38,40,42,38
2014/9/5,豐原,PM2.5,18,26,14,12,11,15
2014/9/5,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/9/5,豐原,RH,92,90,84,73,64,59
2014/9/5,豐原,SO2,1.6,1.7,2.1,2.2,1.7,1.7
2014/9/5,豐原,THC,1.9,2,1.9,1.9,1.9,1.8
2014/9/5,豐原,WD_HR,103,92,105,63,21,25
2014/9/5,豐原,WIND_DIREC,105,109,67,44,60,310
2014/9/5,豐原,WIND_SPEED,1.9,1.8,0.7,0.9,1.7,2
2014/9/5,豐原,WS_HR,1.6,0.9,1.4,0.7,0.8,0.8
2014/9/6,豐原,AMB_TEMP,25,25,26,27,29,29
2014/9/6,豐原,CH4,1.7,1.7,1.7,1.7,1.7,1.7
